Nombre_Empresa,Tipo,Divisa,Monto,Plazo,Fecha_Inicio_Contrato,Ejecutivo
TELMEX,Vista,EUR,3703267.63,1,20/12/2017,Gabino Mariano Laureano Puente
grupo méxico,Vista,MXN,4801703.28,1,"June 01, 2016",Gabino Mariano Laureano Puente
BANORTE,Plazo,MXN,3894392.13,449,16-Oct-2015,Daniel Escobedo Alcántar
américa móvil,Vista,EUR,3826761.03,1,02/01/2023,Fernando Rivera Maestas
grupo méxico,Plazo,MXN,1075650.18,715,"June 24, 2017",Fernando Rivera Maestas
FEMSA,Vista,MXN,2936960.71,1,2023-11-07,Humberto Núñez
LIVERPOOL,Vista,USD,4679580.46,1,20/12/2024,Ruby Alma Ulloa Puente
LIVERPOOL,Plazo,USD,3260993.59,445,01/09/2024,Ing. Pedro Frías
américa móvil,CEDE,EUR,2736767.66,363,2019-02-14,Alejandra Susana Rodríguez Muro
grupo lala,CEDE,MXN,4109062.85,681,"February 21, 2020",Sandra Rodolfo Amador
grupo lala,Plazo,USD,1952106.01,151,30/05/2023,Alfonso Natalia Sevilla
grupo carso,Vista,EUR,4263556.89,1,01-Oct-2024,Cornelio Serafín Concepción Delgado
cemex,Plazo,USD,1274963.25,158,06/05/2025,Mercedes Pablo Sanabria
BBVA MÉXICO,CEDE,USD,4220743.33,272,"June 08, 2022",Ivonne Cristian Crespo
GRUPO BIMBO,Plazo,USD,2721908.97,483,24/10/2020,Humberto Palomo
GRUPO MÉXICO,Vista,MXN,2019317.93,1,2020-11-23,Fernando Rivera Maestas
TELMEX,Plazo,USD,1810708.02,231,2021-08-22,Rosalia Flores
SORIANA,Vista,EUR,4693721.31,1,2016-01-06,Sofía de la Rosa
GRUPO CARSO,Vista,USD,4962671.81,1,2016-12-14,Ivonne Cristian Crespo
grupo carso,Vista,USD,981519.41,1,30-Apr-2017,Luis Manuel Ana María Vera Domínguez
grupo lala,Vista,EUR,1374400.76,1,"July 10, 2022",Víctor Judith Leal Chapa
liverpool,CEDE,MXN,140998.98,689,2018-06-11,Tania Homero Alonso
BANORTE,Plazo,EUR,1012958.17,259,2016-06-03,Óscar González Griego
LIVERPOOL,Vista,USD,4583693.96,1,"October 27, 2024",Frida Heredia Merino
AMÉRICA MÓVIL,Plazo,MXN,61563.46,418,"February 05, 2017",Concepción Pedroza Ruelas
GRUPO MÉXICO,Plazo,MXN,622522.7,36,17-Apr-2024,Rosalia Flores
cemex,Vista,MXN,241599.22,1,04-Apr-2016,Frida Heredia Merino
pemex,CEDE,EUR,391596.62,582,2016-12-18,Concepción Pedroza Ruelas
bbva méxico,Vista,EUR,233627.93,1,"September 02, 2017",Inés Castro
femsa,CEDE,EUR,2277552.35,583,"January 25, 2016",Alfonso Natalia Sevilla
américa móvil,Plazo,USD,1294740.19,450,03/02/2022,Ruby Alma Ulloa Puente
CEMEX,CEDE,EUR,1032019.46,384,29-Mar-2019,Rosalia Flores
pemex,Plazo,USD,2617543.27,512,2017-07-12,Dr. Carlos Narváez
FEMSA,Plazo,EUR,189577.58,622,31/05/2023,Alfonso Natalia Sevilla
cemex,Vista,USD,510835.16,1,"July 08, 2017",Espartaco Feliciano
américa móvil,Plazo,USD,4956164.55,279,"August 19, 2016",Dr. Virginia Pelayo
PEMEX,CEDE,USD,2761350.24,407,15-Aug-2019,Dr. Carlos Narváez
pemex,Vista,EUR,4871109.87,1,25-Jun-2021,Víctor Durán de la Crúz
GRUPO CARSO,Vista,EUR,2617138.58,1,23/09/2020,Víctor Durán de la Crúz
alsea,CEDE,EUR,1468634.87,57,2016-05-03,Víctor Durán de la Crúz
alsea,CEDE,EUR,2828716.07,374,2020-07-27,Linda Isabela Zambrano
PEMEX,Plazo,EUR,4886684.89,352,23/04/2024,Dr. Carlos Narváez
TELMEX,Vista,EUR,3018732.99,1,"December 20, 2016",Cristobal Miguel Ángel Armenta Mayorga
GRUPO MÉXICO,Plazo,MXN,2990148.52,514,05/06/2018,Ruby Alma Ulloa Puente
femsa,Vista,MXN,4805753.55,1,"November 18, 2015",Linda Isabela Zambrano
PEMEX,CEDE,MXN,4165833.39,106,05/06/2023,Irma Tomás Alfaro
américa móvil,Vista,MXN,3906712.71,1,22-Jul-2020,Francisco Bustos Nájera
américa móvil,Vista,USD,4570359.23,1,"March 03, 2019",Micaela Velásquez
FEMSA,Plazo,MXN,337431.01,348,2016-09-10,Helena Durán
liverpool,CEDE,MXN,1969560.31,57,2019-02-18,Mercedes Pablo Sanabria
AMÉRICA MÓVIL,CEDE,USD,1717881.88,481,2021-08-08,Sandra Rodolfo Amador
WALMART DE MÉXICO,CEDE,USD,4468854.7,569,2021-05-15,Guillermo Cristian Hernandes
alsea,Vista,MXN,2143735.44,1,"August 10, 2019",Marco Antonio Esther Tamez Ponce
PEMEX,CEDE,USD,1817588.24,131,"December 06, 2019",Dr. Carlos Narváez
GRUPO LALA,CEDE,EUR,3198948.21,622,13-May-2023,Alfonso Natalia Sevilla
GRUPO MÉXICO,Vista,USD,3226567.46,1,"January 22, 2025",Linda Isabela Zambrano
cemex,CEDE,MXN,2996545.99,702,"April 10, 2024",Ivonne Cristian Crespo
GRUPO LALA,CEDE,USD,97549.53,606,17-Sep-2022,Concepción Pedroza Ruelas
telmex,CEDE,EUR,76569.79,446,18-Feb-2022,Eloisa Salinas Aguilar
grupo bimbo,CEDE,USD,258586.03,462,27/09/2016,Óscar González Griego
SORIANA,Plazo,USD,4732204.33,529,09/11/2021,Guillermo Cristian Hernandes
grupo méxico,Vista,MXN,924122.73,1,07-Jun-2019,Frida Heredia Merino
GRUPO LALA,Vista,USD,683127.24,1,"February 11, 2016",Gabino Mariano Laureano Puente
GRUPO LALA,Plazo,MXN,4340119.82,653,25/06/2024,Fernando Rivera Maestas
walmart de méxico,Plazo,MXN,3356734.78,632,17/08/2020,Clara Cristobal Barreto Márquez
SORIANA,Vista,EUR,3008685.28,1,2024-07-22,Irma Tomás Alfaro
GRUPO BIMBO,Plazo,MXN,1878850.16,522,18-Feb-2024,Fernando Rivera Maestas
grupo lala,CEDE,EUR,2287112.86,431,"September 03, 2017",Frida Heredia Merino
GRUPO CARSO,CEDE,EUR,4118201.45,149,02-Jul-2017,Dr. Carlos Narváez
grupo lala,Plazo,USD,2918168.13,208,26/05/2021,Clara Cristobal Barreto Márquez
TELMEX,Vista,EUR,2264603.13,1,04-Jan-2020,Fernando Cervantes Caballero
telmex,Vista,MXN,1528528.99,1,"November 11, 2018",Alejandra Susana Rodríguez Muro
walmart de méxico,Plazo,EUR,2259431.55,246,29/10/2023,Daniel Nadia Camacho
TELMEX,CEDE,MXN,1500857.47,219,16/01/2024,Gloria Otero Sáenz
grupo bimbo,Vista,USD,79589.08,1,18/01/2017,Ing. Pedro Frías
WALMART DE MÉXICO,Vista,MXN,2762606.56,1,12/07/2020,Ing. Asunción Alemán
liverpool,Plazo,EUR,1975581.47,94,2017-11-08,Humberto Palomo
telmex,Plazo,USD,389028.34,268,"December 20, 2015",Marco Antonio Esther Tamez Ponce
walmart de méxico,Vista,EUR,692100.99,1,26/04/2019,Dr. Virginia Pelayo
LIVERPOOL,CEDE,MXN,362618.81,315,2015-08-29,Fernando Rivera Maestas
GRUPO CARSO,Vista,MXN,4510784.54,1,07/12/2024,Frida Heredia Merino
bbva méxico,CEDE,MXN,1173562.56,431,30-Jul-2025,Fernando Cervantes Caballero
grupo carso,Vista,USD,4611837.54,1,19/04/2016,Fernando Rivera Maestas
bbva méxico,Plazo,EUR,982970.87,168,02/11/2023,Daniel Escobedo Alcántar
américa móvil,Vista,USD,4006168.96,1,"March 08, 2020",Rosalia Flores
grupo bimbo,CEDE,EUR,1090304.94,503,24/07/2019,Daniel Nadia Camacho
femsa,CEDE,MXN,561965.75,276,2019-09-16,Alejandra Susana Rodríguez Muro
FEMSA,Vista,EUR,2864049.9,1,02/02/2022,Juana Antonia Lira Samaniego
SORIANA,Vista,MXN,541553.99,1,"May 24, 2019",Rosalia Flores
grupo lala,Plazo,EUR,2623464.13,689,20-Apr-2021,Tania Homero Alonso
LIVERPOOL,CEDE,USD,3322088.66,40,2021-06-18,Víctor Judith Leal Chapa
liverpool,CEDE,EUR,4330695.65,82,"February 11, 2016",Sr(a). Salma Esquivel
FEMSA,Vista,USD,4066487.76,1,16-Aug-2021,Alejandro Manuel Pantoja Olivo
WALMART DE MÉXICO,CEDE,USD,2442500.25,500,2017-07-16,Juana Antonia Lira Samaniego
alsea,Plazo,USD,4232232.11,259,20-Apr-2019,Fernando Cervantes Caballero
liverpool,Plazo,EUR,3190089.81,569,2017-04-27,Daniel Nadia Camacho
grupo carso,Vista,EUR,1735947.69,1,22-Feb-2025,Espartaco Feliciano
WALMART DE MÉXICO,CEDE,MXN,2358214.57,567,2024-03-12,Liliana Adela Castro
soriana,Plazo,MXN,2634996.29,492,2019-05-20,Ivonne Cristian Crespo
femsa,CEDE,EUR,1989948.57,616,11-Jun-2017,Concepción Pedroza Ruelas
femsa,CEDE,EUR,1807864.54,64,2018-03-29,Guillermo Cristian Hernandes
pemex,CEDE,USD,4212369.2,392,24/12/2024,Humberto Palomo
femsa,Vista,MXN,4825397.87,1,2019-03-11,Helena Durán
grupo bimbo,Vista,MXN,3638219.69,1,11/04/2016,Ing. Asunción Alemán
SORIANA,Plazo,USD,1859513.12,684,2019-08-06,Camila Ortega Nazario
LIVERPOOL,CEDE,MXN,354817.95,406,"December 21, 2024",Linda Isabela Zambrano
GRUPO BIMBO,Plazo,USD,3237986.1,158,2017-09-07,Mauricio Ybarra
LIVERPOOL,Vista,USD,493521.15,1,18-Aug-2023,Daniel Escobedo Alcántar
grupo bimbo,CEDE,MXN,3779431.47,363,02-May-2025,Frida Heredia Merino
grupo bimbo,Plazo,MXN,4009116.66,181,10/07/2017,Inés Castro
AMÉRICA MÓVIL,CEDE,MXN,3913385.17,154,21/04/2022,Gloria Otero Sáenz
grupo carso,Plazo,EUR,3276626.09,148,2020-04-15,Fernando Rivera Maestas
bbva méxico,CEDE,MXN,3086526.26,521,13/06/2018,Concepción Pedroza Ruelas
ALSEA,Vista,USD,3027865.55,1,24-Nov-2020,Frida Heredia Merino
grupo carso,Vista,USD,1637503.03,1,"March 07, 2020",Alfonso Natalia Sevilla
grupo bimbo,Vista,USD,1753034.13,1,12-Dec-2015,Micaela Velásquez
grupo méxico,Plazo,USD,1651648.23,641,23/12/2015,Tania Homero Alonso
grupo carso,Plazo,MXN,3798719.84,419,07-Nov-2016,Rosalia Flores
PEMEX,CEDE,USD,2637933.7,148,2020-07-07,Rosalia Flores
GRUPO BIMBO,CEDE,EUR,4701623.54,356,25-Jan-2020,Camila Ortega Nazario
bbva méxico,CEDE,USD,3188641.3,645,"March 01, 2025",Anabel Anel Quintanilla
grupo carso,CEDE,USD,2962566.4,75,2016-09-09,Alfonso Natalia Sevilla
WALMART DE MÉXICO,CEDE,USD,2724073.67,277,"February 28, 2017",Humberto Núñez
BANORTE,Plazo,USD,4302835.37,307,15/10/2020,Marco Antonio Esther Tamez Ponce
femsa,Plazo,MXN,4486569.2,374,12-Jul-2025,Espartaco Feliciano
soriana,Plazo,EUR,4792688.65,670,2021-06-01,Víctor Durán de la Crúz
ALSEA,Plazo,MXN,270139.94,148,2021-03-18,Alejandra Susana Rodríguez Muro
soriana,Plazo,USD,2864479.29,594,2024-05-30,Daniel Nadia Camacho
FEMSA,Vista,MXN,640175.14,1,26-Nov-2018,Gloria Otero Sáenz
telmex,Vista,USD,2141582.57,1,"December 22, 2016",Anabel Anel Quintanilla
GRUPO CARSO,Plazo,MXN,2844204.78,457,19/10/2020,Sr(a). Salma Esquivel
GRUPO MÉXICO,Vista,EUR,1199832.75,1,05/05/2024,Concepción Pedroza Ruelas
SORIANA,Plazo,EUR,3167507.25,234,"March 17, 2019",Camila Ortega Nazario
LIVERPOOL,Vista,USD,2449006.21,1,"September 06, 2018",Rosalia Flores
banorte,Plazo,USD,2674025.55,305,"October 30, 2017",Ivonne Cristian Crespo
grupo carso,CEDE,EUR,3028253.67,226,2022-05-04,Liliana Adela Castro
ALSEA,CEDE,MXN,2929600.58,613,24-May-2020,Mauricio Ybarra
grupo méxico,Plazo,USD,1275779.87,343,22/10/2015,Fernando Cervantes Caballero
femsa,Vista,EUR,2587013.91,1,09/08/2020,Rosalia Flores
femsa,CEDE,EUR,2746726.69,454,14-Dec-2016,Gloria Otero Sáenz
walmart de méxico,Vista,MXN,2556707.47,1,01-Dec-2019,Humberto Núñez
américa móvil,CEDE,USD,3160597.6,314,19-Mar-2018,Linda Isabela Zambrano
GRUPO BIMBO,Vista,MXN,1339027.93,1,06-Jul-2025,Espartaco Feliciano
alsea,CEDE,USD,2264192.76,102,26-Nov-2024,Mauricio Ybarra
pemex,CEDE,EUR,1136085.89,566,2018-07-03,Cornelio Serafín Concepción Delgado
femsa,Plazo,EUR,3687741.44,407,26-Oct-2021,Concepción Pedroza Ruelas
telmex,Plazo,MXN,2002146.82,354,16/11/2019,Marco Antonio Esther Tamez Ponce
CEMEX,CEDE,MXN,4820075.69,293,14-Sep-2020,Linda Isabela Zambrano
américa móvil,CEDE,EUR,4697042.86,302,22-Dec-2019,Ing. Asunción Alemán
walmart de méxico,CEDE,MXN,1487340.23,408,"January 03, 2017",Alejandro Manuel Pantoja Olivo
bbva méxico,Vista,EUR,4387774.77,1,02/03/2021,Dr. Carlos Narváez
GRUPO LALA,Plazo,USD,3016998.18,264,10/01/2024,Tania Homero Alonso
PEMEX,Vista,USD,4605798.09,1,2024-11-08,Fernando Rivera Maestas
BANORTE,Plazo,MXN,4529576.4,482,05-Sep-2018,Ivonne Cristian Crespo
liverpool,Vista,USD,67181.17,1,18-Nov-2018,Humberto Núñez
pemex,Plazo,USD,1212067.99,419,21/07/2020,Linda Isabela Zambrano
GRUPO LALA,CEDE,USD,4044944.54,239,26/03/2017,Gloria Otero Sáenz
PEMEX,CEDE,EUR,3610700.17,82,2015-11-07,Gloria Otero Sáenz
LIVERPOOL,Plazo,MXN,3572155.06,631,08-Apr-2024,Humberto Núñez
WALMART DE MÉXICO,CEDE,MXN,1639450.17,523,2022-02-08,Alfonso Natalia Sevilla
alsea,Plazo,MXN,2778135.06,196,26-Dec-2015,Anabel Anel Quintanilla
CEMEX,Vista,EUR,2260960.54,1,28-Jul-2025,Clara Cristobal Barreto Márquez
walmart de méxico,Vista,EUR,4755664.78,1,2019-01-10,Alejandra Susana Rodríguez Muro
bbva méxico,CEDE,USD,3817132.64,192,09-Jun-2018,Ing. Pedro Frías
américa móvil,Vista,USD,3711492.86,1,2023-01-21,Juana Antonia Lira Samaniego
grupo carso,CEDE,EUR,1104126.89,612,"January 30, 2016",Gloria Otero Sáenz
grupo carso,Plazo,USD,4389753.31,457,03-Mar-2016,Humberto Núñez
telmex,CEDE,EUR,3955570.37,252,2021-11-16,Ing. Pedro Frías
alsea,Vista,MXN,2718666.91,1,2024-11-29,Ing. Pedro Frías
GRUPO BIMBO,Vista,MXN,2524350.19,1,13/03/2022,Juana Antonia Lira Samaniego
GRUPO MÉXICO,CEDE,USD,3783980.1,465,"July 03, 2023",Víctor Judith Leal Chapa
soriana,Plazo,USD,526476.23,135,2025-03-28,Gloria Otero Sáenz
GRUPO LALA,Vista,MXN,2996323.83,1,2017-09-20,Daniel Escobedo Alcántar
LIVERPOOL,Vista,USD,2966810.54,1,"March 13, 2024",Lic. Gilberto Camacho
GRUPO BIMBO,CEDE,EUR,704444.67,207,28-May-2019,Ing. Pedro Frías
AMÉRICA MÓVIL,Plazo,EUR,4155606.67,669,14-Apr-2020,Ing. Pedro Frías
telmex,Vista,EUR,3159293.14,1,23-Dec-2018,Inés Castro
grupo carso,Plazo,USD,3660385.29,367,10/05/2018,Marco Antonio Esther Tamez Ponce
GRUPO MÉXICO,Vista,USD,3338255.5,1,2022-01-17,Humberto Palomo
GRUPO BIMBO,Vista,EUR,4217607.1,1,2018-08-17,Víctor Durán de la Crúz
grupo bimbo,Vista,MXN,2311691.73,1,03/06/2016,Sr(a). Salma Esquivel
CEMEX,Vista,EUR,438133.19,1,"October 17, 2019",Ruby Alma Ulloa Puente
alsea,Plazo,MXN,4172344.74,395,2018-11-24,Sr(a). Salma Esquivel
CEMEX,CEDE,USD,1752130.58,167,22/06/2019,Alfonso Natalia Sevilla
WALMART DE MÉXICO,CEDE,EUR,3796844.15,158,31/08/2018,Alejandra Susana Rodríguez Muro
alsea,CEDE,EUR,4187794.73,698,25/01/2021,Espartaco Feliciano
GRUPO LALA,CEDE,MXN,2682786.18,261,"November 14, 2016",Sr(a). Salma Esquivel
femsa,CEDE,EUR,3355365.37,686,"October 02, 2024",Ruby Alma Ulloa Puente
GRUPO LALA,CEDE,USD,3558057.78,579,19/02/2021,Marco Antonio Esther Tamez Ponce
banorte,CEDE,EUR,172379.35,455,"August 09, 2021",Francisco Bustos Nájera
LIVERPOOL,Plazo,EUR,382868.15,511,"June 21, 2022",Guillermo Cristian Hernandes
ALSEA,Plazo,USD,1015509.12,190,2021-02-12,Irma Tomás Alfaro
alsea,CEDE,USD,1480750.09,357,14/08/2019,Fernando Rivera Maestas
GRUPO LALA,Plazo,MXN,4847524.73,441,23/08/2016,Sandra Rodolfo Amador
BBVA MÉXICO,Plazo,USD,4098804.24,717,28-Nov-2016,Eloisa Salinas Aguilar
walmart de méxico,Plazo,USD,125717.94,239,19-Feb-2017,Humberto Núñez
banorte,Plazo,USD,883833.77,546,2020-07-20,Frida Heredia Merino
ALSEA,CEDE,MXN,175022.18,109,2022-10-30,Óscar González Griego
telmex,Plazo,USD,1451748.01,188,2020-12-31,Concepción Pedroza Ruelas
grupo bimbo,Vista,MXN,4309808.24,1,15-Mar-2022,Daniel Escobedo Alcántar
BANORTE,CEDE,MXN,2063246.63,689,2015-10-16,Micaela Velásquez
GRUPO CARSO,CEDE,EUR,3882955.99,57,2023-01-22,Irma Tomás Alfaro
cemex,Vista,EUR,484756.97,1,05-Sep-2015,Frida Heredia Merino
GRUPO LALA,Plazo,USD,3359587.32,701,"February 19, 2018",Sandra Rodolfo Amador
GRUPO MÉXICO,Vista,EUR,1045540.82,1,18/04/2017,Sofía de la Rosa
cemex,Plazo,MXN,2920206.08,667,11-Nov-2022,Anabel Anel Quintanilla
BANORTE,Plazo,USD,3745904.58,555,20/06/2018,Alejandro Manuel Pantoja Olivo
GRUPO LALA,CEDE,MXN,2684354.28,43,"April 16, 2019",Ruby Alma Ulloa Puente
grupo méxico,Vista,MXN,1889958.84,1,"July 11, 2019",Alfonso Natalia Sevilla
pemex,Plazo,USD,2863473.33,379,07-Feb-2024,Ivonne Cristian Crespo
grupo méxico,Plazo,USD,3917512.29,659,2024-10-21,Humberto Palomo
GRUPO MÉXICO,Vista,USD,1293206.09,1,2020-09-03,Sr(a). Salma Esquivel
bbva méxico,Plazo,MXN,2428102.36,218,27-Sep-2016,Daniel Nadia Camacho
telmex,Plazo,EUR,3760867.33,513,30/04/2020,Marco Antonio Esther Tamez Ponce
pemex,Vista,USD,4063210.67,1,23/12/2020,Juana Antonia Lira Samaniego
pemex,Plazo,EUR,2188283.03,529,27/06/2017,Daniel Escobedo Alcántar
AMÉRICA MÓVIL,Plazo,EUR,246883.18,700,27-Oct-2019,Frida Heredia Merino
GRUPO MÉXICO,Vista,MXN,2120318.15,1,24/09/2017,Marco Antonio Esther Tamez Ponce
telmex,Plazo,MXN,233276.42,275,14-Apr-2017,Óscar González Griego
femsa,Plazo,MXN,779472.09,391,"December 15, 2015",Alfonso Natalia Sevilla
grupo carso,Plazo,MXN,1543891.29,498,02/07/2021,Homero Cristobal Romero Cortez
telmex,CEDE,MXN,1166097.52,420,2025-02-13,Samuel Yuridia Huerta
alsea,Vista,EUR,3209970.64,1,22-Apr-2023,Humberto Núñez
ALSEA,CEDE,EUR,3363870.21,179,25/10/2015,Humberto Palomo
grupo méxico,CEDE,MXN,3434245.99,330,28/10/2017,Ruby Alma Ulloa Puente
SORIANA,CEDE,USD,1309006.89,208,"June 09, 2025",Micaela Velásquez
GRUPO CARSO,Plazo,USD,4747557.82,204,"April 05, 2020",Eloisa Salinas Aguilar
GRUPO LALA,Plazo,MXN,2791752.9,237,15/10/2016,Humberto Núñez
bbva méxico,Plazo,MXN,2833186.16,267,"May 20, 2019",Alejandra Susana Rodríguez Muro
LIVERPOOL,Plazo,MXN,3248437.9,315,"November 09, 2017",Óscar González Griego
LIVERPOOL,Vista,MXN,2529439.62,1,14/09/2017,Mauricio Ybarra
bbva méxico,Vista,MXN,1229052.51,1,22/03/2021,Sr(a). Salma Esquivel
BANORTE,Plazo,EUR,1846347.88,545,21-Apr-2018,Clara Cristobal Barreto Márquez
FEMSA,Vista,USD,1755705.15,1,01/10/2021,Camila Ortega Nazario
banorte,Plazo,USD,4942275.78,392,19/05/2025,Marco Antonio Esther Tamez Ponce
GRUPO BIMBO,CEDE,USD,3002708.49,360,02/11/2020,Alejandro Manuel Pantoja Olivo
GRUPO MÉXICO,Plazo,MXN,4112324.72,573,"May 08, 2016",Lic. Gilberto Camacho
FEMSA,Vista,EUR,876719.48,1,05/09/2018,Sandra Rodolfo Amador
GRUPO BIMBO,Vista,MXN,303815.63,1,"February 07, 2023",Mauricio Ybarra
AMÉRICA MÓVIL,Plazo,USD,503943.01,601,2024-11-27,Irma Tomás Alfaro
pemex,Plazo,EUR,2736302.76,191,08/09/2018,Ivonne Cristian Crespo
cemex,Vista,MXN,2018300.84,1,"June 30, 2024",Rosalia Flores
soriana,CEDE,MXN,1823260.44,321,07/08/2018,Alejandra Susana Rodríguez Muro
CEMEX,Vista,EUR,2709651.46,1,"December 16, 2024",Mercedes Pablo Sanabria
grupo lala,Plazo,USD,2746835.78,114,"October 23, 2024",Irma Tomás Alfaro
bbva méxico,CEDE,USD,1040895.96,624,"August 15, 2018",Víctor Judith Leal Chapa
ALSEA,Vista,EUR,3646175.67,1,2025-04-11,Fernando Rivera Maestas
grupo lala,CEDE,EUR,1513792.51,271,27-May-2018,Micaela Velásquez
américa móvil,CEDE,MXN,3484096.07,33,"March 31, 2017",Homero Cristobal Romero Cortez
CEMEX,Plazo,MXN,2861266.76,438,21/02/2022,Eloisa Salinas Aguilar
banorte,Vista,USD,2289064.18,1,18/11/2015,Homero Cristobal Romero Cortez
LIVERPOOL,Vista,EUR,2961123.89,1,2019-03-17,Sofía de la Rosa
GRUPO BIMBO,CEDE,EUR,3731399.51,547,04/02/2025,Víctor Judith Leal Chapa
TELMEX,CEDE,USD,4788688.42,69,21/04/2019,Ivonne Cristian Crespo
alsea,CEDE,USD,1751772.66,700,11-Sep-2021,Humberto Núñez
TELMEX,Vista,EUR,3901848.52,1,15/11/2021,Ing. Pedro Frías
PEMEX,Vista,EUR,4782467.16,1,"March 20, 2017",Fernando Rivera Maestas
pemex,Vista,USD,1406365.53,1,2017-04-09,Linda Isabela Zambrano
soriana,CEDE,EUR,1800859.95,207,21-Apr-2020,Helena Durán
walmart de méxico,Vista,EUR,4654272.22,1,"July 19, 2018",Humberto Palomo
ALSEA,CEDE,EUR,391762.73,96,2021-08-02,Humberto Núñez
PEMEX,Plazo,MXN,3662904.51,401,"October 22, 2016",Anabel Anel Quintanilla
cemex,Plazo,EUR,1805366.27,455,17-Feb-2020,Anabel Anel Quintanilla
pemex,Plazo,EUR,990289.76,647,24/11/2023,Guillermo Cristian Hernandes
PEMEX,Plazo,EUR,2941317.37,340,2023-12-24,Samuel Yuridia Huerta
SORIANA,Vista,EUR,1631563.34,1,"April 03, 2017",Ruby Alma Ulloa Puente
ALSEA,Plazo,MXN,87255.02,52,"September 13, 2024",Marco Antonio Esther Tamez Ponce
walmart de méxico,Plazo,USD,4255649.67,372,17-Mar-2016,Irma Tomás Alfaro
PEMEX,CEDE,MXN,2364724.62,399,2019-09-29,Óscar González Griego
SORIANA,CEDE,EUR,3217237.64,89,"June 01, 2021",Juana Antonia Lira Samaniego
alsea,Plazo,EUR,292776.83,318,26/06/2020,Irma Tomás Alfaro
GRUPO BIMBO,Vista,MXN,406192.35,1,15-Jan-2025,Liliana Adela Castro
BBVA MÉXICO,Plazo,USD,1205057.15,360,25-Apr-2021,Francisco Bustos Nájera
bbva méxico,Vista,EUR,4980792.26,1,2025-04-26,Homero Cristobal Romero Cortez
BANORTE,CEDE,MXN,4807251.87,40,02-Oct-2015,Daniel Escobedo Alcántar
pemex,Vista,USD,1750585.74,1,15/09/2021,Alejandra Susana Rodríguez Muro
américa móvil,Vista,USD,3208961.91,1,06-Nov-2015,Sr(a). Salma Esquivel
ALSEA,Vista,EUR,1675819.68,1,2019-07-29,Ing. Asunción Alemán
GRUPO CARSO,Vista,MXN,4822876.33,1,10-Feb-2021,Irma Tomás Alfaro
SORIANA,Vista,MXN,1225848.8,1,04-Dec-2018,Dr. Carlos Narváez
alsea,Vista,USD,1530502.56,1,13-Nov-2017,Humberto Palomo
GRUPO MÉXICO,Plazo,USD,4926654.17,611,23-Oct-2024,Alejandra Susana Rodríguez Muro
WALMART DE MÉXICO,CEDE,MXN,2111559.92,720,"April 18, 2020",Linda Isabela Zambrano
WALMART DE MÉXICO,Plazo,EUR,4033072.86,333,"March 18, 2021",Helena Durán
cemex,Vista,USD,3170574.16,1,2021-03-29,Inés Castro
grupo bimbo,CEDE,MXN,4261378.56,246,2021-06-18,Cornelio Serafín Concepción Delgado
WALMART DE MÉXICO,CEDE,MXN,1414561.46,436,19-Jul-2021,Daniel Escobedo Alcántar
grupo méxico,Plazo,EUR,4943243.75,199,2024-01-04,Ruby Alma Ulloa Puente
cemex,CEDE,USD,4166434.27,323,"February 03, 2021",Alfonso Natalia Sevilla
telmex,Plazo,USD,3926318.82,379,29-Mar-2024,Cristobal Miguel Ángel Armenta Mayorga
AMÉRICA MÓVIL,Plazo,MXN,2289046.37,158,03/12/2017,Juana Antonia Lira Samaniego
PEMEX,CEDE,USD,3724274.11,213,"May 01, 2021",Juana Antonia Lira Samaniego
PEMEX,Vista,MXN,4465450.0,1,07-Apr-2025,Frida Heredia Merino
walmart de méxico,CEDE,EUR,3541282.68,448,"November 13, 2020",Liliana Adela Castro
GRUPO MÉXICO,Plazo,MXN,1822180.62,411,15/02/2018,Alfonso Natalia Sevilla
TELMEX,CEDE,MXN,497484.92,268,2016-03-19,Mauricio Ybarra
PEMEX,Plazo,USD,2011406.36,129,2025-03-15,Homero Cristobal Romero Cortez
TELMEX,CEDE,EUR,374184.23,159,2018-02-25,Víctor Durán de la Crúz
grupo carso,Vista,MXN,4105940.77,1,20-Oct-2023,Micaela Velásquez
CEMEX,Plazo,MXN,3750426.88,109,11-Jan-2019,Daniel Nadia Camacho
FEMSA,CEDE,EUR,3080650.67,304,"February 18, 2021",Daniel Nadia Camacho
LIVERPOOL,CEDE,USD,2655542.87,625,05/11/2021,Daniel Nadia Camacho
bbva méxico,CEDE,USD,4717826.23,193,03-Jun-2024,Inés Castro
TELMEX,Plazo,MXN,3304485.17,368,16/05/2016,Espartaco Feliciano
américa móvil,Plazo,MXN,2395481.44,108,06-Jul-2025,Sr(a). Salma Esquivel
walmart de méxico,CEDE,USD,2084774.63,484,2019-07-03,Liliana Adela Castro
AMÉRICA MÓVIL,Vista,EUR,1906014.75,1,2023-04-11,Liliana Adela Castro
liverpool,Plazo,EUR,1895030.45,502,2024-08-04,Sr(a). Salma Esquivel
GRUPO MÉXICO,CEDE,MXN,697221.49,288,2016-09-25,Tania Homero Alonso
telmex,Vista,MXN,4919051.4,1,2017-01-20,Alejandra Susana Rodríguez Muro
femsa,CEDE,EUR,1623676.4,482,2022-12-24,Fernando Rivera Maestas
walmart de méxico,Vista,USD,852970.3,1,20-Aug-2025,Tania Homero Alonso
telmex,CEDE,MXN,995897.6,244,15-Mar-2021,Guillermo Cristian Hernandes
